id_talent_req,id_company,nama_perusahaan,alamat_kantor,industri_sektor,nama_pic,no_whatsapp,nama_posisi,jenis_penempatan,headcount,bidang_studi_dibutuhkan,minimum_semester,deskripsi_requirement,working_arrangement,working_arrangement_detail,durasi,renumerasi,request_date,sumber_baris_form
TR11630,C1153,CV Abadi Sentosa,"Jl. Brigjend Katamso No. 69, Jakarta",Keuangan & Perbankan,Hafiz Mahendra,083880265295,Business Analyst,Magang,3,"Statistika, Sistem Informasi",5,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 1.500.000/bulan,2024-11-03,WhatsApp
TR11631,C041,CV Indo Terapan,"Jl. Braga No. 80, Surakarta",Telekomunikasi,Naufal Anggara,081298018679,NOC Technician,Magang,5,"Informatika, Teknik Elektro",5,"Menguasai dasar-dasar noc technician, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 2.000.000/bulan,2024-12-18,Google Form
TR11632,C1305,PT Bina Analitika,"Jl. Gatot Subroto No. 53, Bekasi",Energi & Pertambangan,Faisal Permana,082250952889,HSE Intern,Part-time,5,"Teknik Industri, Teknik Mesin",6,"Menguasai dasar-dasar hse intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",6 Bulan,Rp 1.000.000/bulan,2024-08-07,Input Manual
TR11633,C210,PT Bumi Informatika,"Jl. Kuningan No. 200, Malang",Agribisnis,Bagus Permana,087795882441,Research Assistant,Part-time,2,"Agroteknologi, Statistika",6,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 2.500.000/bulan,2024-12-17,Google Form
TR11634,C788,CV Jaya Informatika,"Jl. Jend. Sudirman No. 52, Yogyakarta",Otomotif,Indah Putra,081272239594,Production Engineer Intern,Part-time,3,"Teknik Industri, Teknik Mesin",4,"Menguasai dasar-dasar production engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 1.500.000/bulan,2025-01-06,Email
TR11635,C955,CV Cakra Informatika,"Jl. Braga No. 70, Depok",Konsultan Manajemen,Oki Wardani,082244883842,IT Consultant Intern,Full-time,5,"Informatika, Sistem Informasi",5,"Menguasai dasar-dasar it consultant intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 3.500.000/bulan,2024-08-11,Google Form
TR11636,C1371,CV Mitra Utama,"Jl. Pemuda No. 147, Yogyakarta",Energi & Pertambangan,Eka Lestari,085797867071,Data Analyst,Magang,1,"Manajemen, Statistika",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 750.000/bulan,2024-11-05,Google Form
TR11637,C937,PT Sejahtera Informatika,"Jl. Kebon Jeruk No. 79, Malang",Konsultan Manajemen,Lina Fitriani,082114988057,Data Analyst,Part-time,2,"Manajemen, Statistika",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 1.500.000/bulan,2024-10-21,Google Form
TR11638,C188,PT Media Bersama,"Jl. Mangga Dua No. 21, Bandung",Energi & Pertambangan,Amelia Firmansyah,085296065307,Mechanical Engineer Intern,Part-time,1,Teknik Mesin,5,"Menguasai AutoCAD/SolidWorks, material science dasar, manufaktur.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Rp 1.500.000/bulan,2025-01-02,Google Form
TR11639,C1464,CV Graha Digital,"Jl. Slamet Riyadi No. 115, Malang",Asuransi,Fitri Kusuma,085680824913,Business Analyst,Magang,4,"Statistika, Informatika",7,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFH,WFH dengan weekly meeting online,3 Bulan,Rp 2.000.000/bulan,2024-11-19,Input Manual
TR11640,C212,PT Sentosa Bersama,"Jl. Raya Pajajaran No. 78, Bandung",Pendidikan & EdTech,Dafa Anggara,085889975711,Research Intern,Magang,2,"Statistika, Psikologi",6,"Menguasai dasar-dasar research intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,6 Bulan,Rp 1.000.000/bulan,2025-01-02,Google Form
TR11641,C520,PT Digital Sentosa,"Jl. Raya Pajajaran No. 169, Yogyakarta",Asuransi,Pandu Ramadhan,081230587210,Underwriting Intern,Full-time,2,"Akuntansi, Manajemen",7,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 3.000.000/bulan,2025-01-30,Google Form
TR11642,C539,PT Techno Systems,"Jl. Raya Pajajaran No. 14, Surakarta",Asuransi,Mega Febriani,081504633786,Underwriting Intern,Part-time,2,"Akuntansi, Manajemen",4,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 2.000.000/bulan,2024-12-05,Email
TR11643,C012,PT Andalas Sejahtera,"Jl. Ahmad Yani No. 152, Surakarta",Asuransi,Wulan Prasetya,087870106513,Business Analyst,Magang,3,"Manajemen, Sistem Informasi",5,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Uang transport saja,2024-08-31,Email
TR11644,C409,PT Sinergi Gemilang,"Jl. Urip Sumoharjo No. 37, Jakarta",Teknologi Informasi,Mega Putra,081345653286,Mobile Developer,Full-time,5,"Informatika, Pendidikan Teknik Informatika",4,"Menguasai Flutter/React Native/Kotlin, REST API integration, Git.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 5.000.000/bulan,2025-01-10,Google Form
TR11645,C149,PT Prima Terapan,"Jl. Ahmad Yani No. 119, Surabaya",Pendidikan & EdTech,Farah Firmansyah,081324017503,Teaching Assistant,Part-time,1,Pendidikan Teknik Informatika,4,"Menguasai dasar-dasar teaching assistant, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",Tidak Terbatas,Rp 2.000.000/bulan,2024-11-12,Google Form
TR11646,C062,CV Kreasi Data,"Jl. Gatot Subroto No. 78, Jakarta",Travel & Hospitality,Vino Nugraha,082190422842,IT Support,Part-time,1,"Informatika, Teknik Elektro",4,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFH,"Full WFH, jam kerja fleksibel",Tidak Terbatas,Rp 1.000.000/bulan,2024-12-07,Google Form
TR11647,C1079,PT Bangkit Analitika,"Jl. Mangga Dua No. 89, Depok",Pendidikan & EdTech,Wahyu Wardani,087817682251,Content Writer,Part-time,5,"Ilmu Komunikasi, Sastra Inggris",5,"Kemampuan menulis konten yang baik, SEO writing, riset topik.",WFH,"Full WFH, jam kerja fleksibel",4 Bulan,Rp 2.500.000/bulan,2024-10-18,Google Form
TR11648,C504,CV Digital Utama,"Jl. Slamet Riyadi No. 12, Yogyakarta",Keuangan & Perbankan,Rani Hakim,085663502000,Accounting Staff,Magang,4,"Akuntansi, Manajemen",5,"Menguasai akuntansi dasar, software akuntansi (MYOB/Accurate), Excel.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 750.000/bulan,2024-09-16,Google Form
TR11649,C992,PT Mitra Informatika,"Jl. Ahmad Yani No. 26, Jakarta",Energi & Pertambangan,Zahra Santoso,085847055491,Electrical Engineer Intern,Magang,2,Teknik Elektro,7,"Menguasai dasar-dasar electrical engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 2.500.000/bulan,2024-12-02,Email
TR11650,C211,PT Sejahtera Gemilang,"Jl. Yos Sudarso No. 32, Surakarta",Retail,Ulfa Kurniawan,087701660880,Store Supervisor Intern,Magang,2,Manajemen,6,"Menguasai dasar-dasar store supervisor intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,4 Bulan,Uang transport saja,2024-09-15,Google Form
TR11651,C1425,PT Bumi Mandiri,"Jl. Ir. Sutami No. 3, Jakarta",FMCG,Elsa Budiman,087853054413,Supply Chain Intern,Magang,1,"Teknik Industri, Manajemen",6,"Menguasai dasar-dasar supply chain intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 2.500.000/bulan,2024-11-22,Email
TR11652,C368,PT Gemilang Nusantara,"Jl. Kuningan No. 144, Semarang",Asuransi,Kirana Rahmawati,085267842711,IT Staff,Magang,4,"Teknik Elektro, Informatika",7,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 2.500.000/bulan,2024-09-03,WhatsApp
TR11653,C113,CV Andalas Utama,"Jl. Braga No. 28, Jakarta",Teknologi Informasi,Dimas Hidayat,081582095647,UI/UX Designer,Part-time,3,"Desain Komunikasi Visual, Informatika",6,"Menguasai Figma/Adobe XD, user research, wireframing, prototyping, design thinking.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 2.500.000/bulan,2024-10-11,Input Manual
TR11654,C955,CV Cakra Informatika,"Jl. Hasanuddin No. 76, Depok",Konsultan Manajemen,Ulfa Firdaus,082298402846,Research Associate,Magang,3,Teknik Industri,5,"Menguasai dasar-dasar research associate, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,6 Bulan,Uang transport saja,2024-09-25,Google Form
TR11655,C740,PT Perkasa Terapan,"Jl. Veteran No. 3, Surakarta",Media & Kreatif,Galih Saputra,087872453076,Social Media Specialist,Magang,3,"Desain Komunikasi Visual, Manajemen",6,"Menguasai management social media, analytics, content planning.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Uang transport saja,2024-10-18,Google Form
TR11656,C642,CV Cipta Kreatif,"Jl. Hasanuddin No. 68, Jakarta",E-commerce,Pandu Sari,081669887548,Business Development Intern,Magang,3,"Ekonomi Pembangunan, Ilmu Komunikasi",5,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",Tidak Terbatas,Uang transport saja,2025-01-15,Google Form
TR11657,C1016,PT Daya Karya,"Jl. Slamet Riyadi No. 175, Bandung",Otomotif,Aditya Putra,081259685195,Data Analyst,Magang,5,"Statistika, Sistem Informasi",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,WFO minimal 2 hari per minggu,6 Bulan,Rp 1.000.000/bulan,2024-08-05,Google Form
TR11658,C178,CV Abadi Mandiri,"Jl. Ir. Sutami No. 58, Surakarta",Telekomunikasi,Lukman Anggraeni,085893917251,Software Developer,Full-time,4,"Informatika, Sistem Informasi",6,"Menguasai dasar-dasar software developer, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",4 Bulan,Rp 3.000.000/bulan,2024-12-16,WhatsApp
TR11659,C055,PT Sinergi Sentosa,"Jl. Monginsidi No. 56, Jakarta",Logistik & Supply Chain,Lina Handoko,081264090974,IT Support,Magang,3,"Teknik Elektro, Informatika",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFH,"Full remote, standup meeting harian via Zoom",3 Bulan,Rp 1.000.000/bulan,2025-01-04,Google Form
TR11660,C1057,PT Mega Gemilang,"Jl. Monginsidi No. 115, Surakarta",Pendidikan & EdTech,Gibran Cahyono,081640343988,Research Intern,Full-time,1,"Ekonomi Pembangunan, Statistika",7,"Menguasai dasar-dasar research intern, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,6 Bulan,Rp 5.000.000/bulan,2024-08-18,Google Form
TR11661,C1152,CV Mega Sentosa,"Jl. Dago No. 41, Surabaya",Agribisnis,Guntur Pratama,085645418403,Quality Control Staff,Magang,2,"Teknik Industri, Agroteknologi",6,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 3.000.000/bulan,2024-08-02,Google Form
TR11662,C828,PT Bina Cerdas,"Jl. Yos Sudarso No. 106, Malang",Travel & Hospitality,Hanif Handoko,085608673937,Digital Marketing Intern,Full-time,4,"Ilmu Komunikasi, Manajemen",5,"Menguasai social media management, Google Ads, SEO dasar, content creation.",Hybrid,WFO minimal 2 hari per minggu,6 Bulan,Rp 4.500.000/bulan,2024-09-23,Google Form
TR11663,C1008,CV Graha Sentosa,"Jl. Braga No. 123, Jakarta",Logistik & Supply Chain,Ivan Firdaus,081688440619,IT Support,Magang,2,"Teknik Elektro, Sistem Informasi",4,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFH,WFH dengan weekly meeting online,3 Bulan,Rp 2.000.000/bulan,2024-09-23,Email
TR11664,C238,PT Bumi Sejahtera,"Jl. Veteran No. 181, Surabaya",Kesehatan & Farmasi,Kartika Wulandari,085357991366,Regulatory Affairs Intern,Part-time,1,"Farmasi, Ilmu Hukum",5,"Menguasai dasar-dasar regulatory affairs intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full remote, standup meeting harian via Zoom",4 Bulan,Rp 2.000.000/bulan,2024-09-17,Input Manual
TR11665,C1218,PT Sinergi Global,"Jl. Merdeka No. 179, Surabaya",Travel & Hospitality,Dewi Dewi,083857969381,Digital Marketing Intern,Magang,3,"Desain Komunikasi Visual, Ilmu Komunikasi",6,"Menguasai social media management, Google Ads, SEO dasar, content creation.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",Tidak Terbatas,Non-Paid,2024-10-29,Google Form
TR11666,C1466,PT Media Utama,"Jl. Thamrin No. 153, Jakarta",Telekomunikasi,Maya Santoso,087708730021,Network Engineer Intern,Magang,2,"Informatika, Teknik Elektro",6,"Menguasai dasar-dasar network engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",Tidak Terbatas,Uang transport saja,2024-08-10,Google Form
TR11667,C1365,CV Media Solusi,"Jl. Ronggowarsito No. 10, Semarang",Travel & Hospitality,Amelia Cahyani,081686905487,Business Development Intern,Magang,2,"Ekonomi Pembangunan, Manajemen",6,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Uang transport saja,2024-08-26,Google Form
TR11668,C327,PT Sejahtera Abadi,"Jl. Ronggowarsito No. 87, Jakarta",Properti & Konstruksi,Zaki Cahyono,085804427173,Project Coordinator Intern,Magang,1,"Manajemen, Teknik Industri",6,"Menguasai dasar-dasar project coordinator intern, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,6 Bulan,Rp 3.000.000/bulan,2024-11-22,Google Form
TR11669,C111,PT Gemilang Terapan,"Jl. Braga No. 59, Malang",Telekomunikasi,Rizky Febriani,082120675392,Data Analyst,Magang,2,"Statistika, Sistem Informasi",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 2.000.000/bulan,2025-01-11,Input Manual
TR11670,C1324,PT Solusi Bersama,"Jl. Urip Sumoharjo No. 13, Surabaya",Logistik & Supply Chain,Rizky Hartono,081694719903,Business Process Analyst,Magang,3,"Teknik Industri, Manajemen",5,"Menguasai dasar-dasar business process analyst, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Uang transport saja,2024-08-15,Google Form
TR11671,C368,PT Gemilang Nusantara,"Jl. Hasanuddin No. 151, Semarang",Asuransi,Kirana Rahmawati,085267842711,Business Analyst,Part-time,1,"Informatika, Manajemen",7,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 2.000.000/bulan,2024-09-12,Google Form
TR11672,C822,PT Cakra Makmur,"Jl. Hasanuddin No. 4, Bandung",Manufaktur,Farah Anggraeni,087701693429,HSE Intern,Magang,3,"Teknik Industri, Teknik Mesin",6,"Menguasai dasar-dasar hse intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Uang transport saja,2024-09-15,Google Form
TR11673,C1226,CV Gemilang Global,"Jl. Monginsidi No. 44, Surabaya",Properti & Konstruksi,Irfan Santoso,085774360664,Project Coordinator Intern,Part-time,4,"Teknik Sipil, Manajemen",5,"Menguasai dasar-dasar project coordinator intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 1.000.000/bulan,2024-11-18,Google Form
TR11674,C1026,CV Gemilang Nusantara,"Jl. Pahlawan No. 186, Jakarta",Travel & Hospitality,Muhammad Firmansyah,085382339218,Digital Marketing Intern,Magang,5,"Desain Komunikasi Visual, Ilmu Komunikasi",6,"Menguasai social media management, Google Ads, SEO dasar, content creation.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 750.000/bulan,2024-08-14,WhatsApp
TR11675,C1002,PT Bumi Indonesia,"Jl. Veteran No. 157, Yogyakarta",Properti & Konstruksi,Oscar Handoko,081697769188,Accounting Staff,Full-time,3,"Akuntansi, Manajemen",5,"Menguasai akuntansi dasar, software akuntansi (MYOB/Accurate), Excel.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 3.500.000/bulan,2024-08-23,Input Manual
TR11676,C1211,CV Daya Data,"Jl. Jend. Sudirman No. 1, Bandung",Otomotif,Pandu Saputra,087737260720,Quality Control Staff,Magang,5,"Agroteknologi, Farmasi",7,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Uang transport saja,2024-08-19,WhatsApp
TR11677,C117,PT Mitra Bersama,"Jl. Pemuda No. 53, Surakarta",Agribisnis,Devi Budiman,082111960566,Quality Control Staff,Magang,4,"Farmasi, Agroteknologi",5,"Memahami quality management system, ISO standards, inspeksi produk.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 500.000/bulan,2025-01-24,Google Form
TR11678,C617,PT Prima Karya,"Jl. Ronggowarsito No. 197, Malang",Konsultan Manajemen,Dinda Hakim,081606189867,IT Consultant Intern,Magang,4,"Informatika, Sistem Informasi",6,"Menguasai dasar-dasar it consultant intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",6 Bulan,Rp 1.500.000/bulan,2024-12-09,Google Form
TR11679,C1076,PT Bakti Bersama,"Jl. Raya Pajajaran No. 33, Surabaya",Manufaktur,Hana Hidayat,081319208055,Production Planning Intern,Part-time,4,"Teknik Industri, Manajemen",6,"Menguasai dasar-dasar production planning intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 1.500.000/bulan,2025-01-01,WhatsApp
TR11680,C056,CV Media Sejahtera,"Jl. Gatot Subroto No. 181, Semarang",Konsultan Manajemen,Kartika Pratama,083810565668,HR Intern,Part-time,4,"Psikologi, Manajemen",7,"Memahami dasar HRM, recruitment process, administrasi kepegawaian.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Rp 2.500.000/bulan,2024-12-10,Google Form
TR11681,C1009,PT Indo Cerdas,"Jl. Merdeka No. 177, Semarang",FMCG,Rizky Oktaviani,085830123984,Marketing Intern,Part-time,1,"Manajemen, Ilmu Komunikasi",6,"Memahami dasar marketing, riset pasar, presentasi, MS Office.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Rp 2.500.000/bulan,2024-11-02,Google Form
TR11682,C486,PT Mega Data,"Jl. Kuningan No. 173, Jakarta",Otomotif,Intan Hartono,085280346807,Production Engineer Intern,Part-time,3,"Teknik Industri, Teknik Mesin",7,"Menguasai dasar-dasar production engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 2.000.000/bulan,2024-12-26,WhatsApp
TR11683,C1143,CV Sukses Cerdas,"Jl. Adi Sucipto No. 181, Surakarta",Telekomunikasi,Kevin Nugraha,081554661541,NOC Technician,Magang,3,"Informatika, Teknik Elektro",5,"Menguasai dasar-dasar noc technician, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 2.500.000/bulan,2024-09-08,Email
TR11684,C407,PT Karya Utama,"Jl. Raya Pajajaran No. 49, Surakarta",Manufaktur,Anisa Hakim,081508428910,Mechanical Engineer Intern,Magang,4,Teknik Mesin,6,"Menguasai AutoCAD/SolidWorks, material science dasar, manufaktur.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Rp 750.000/bulan,2024-08-19,Google Form
TR11685,C914,CV Mega Data,"Jl. Braga No. 176, Semarang",Teknologi Informasi,Bima Santoso,083864482217,Data Engineer,Magang,1,"Informatika, Sistem Informasi",4,"Menguasai Python, SQL, ETL pipeline, cloud platform (AWS/GCP), Apache Spark dasar.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Non-Paid,2024-09-17,Google Form
TR11686,C526,CV Inovasi Cerdas,"Jl. Kebon Jeruk No. 86, Yogyakarta",Pendidikan & EdTech,Gibran Anggraeni,081222696044,Instructional Designer,Magang,5,"Psikologi, Pendidikan Teknik Informatika",4,"Menguasai dasar-dasar instructional designer, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 2.500.000/bulan,2025-01-31,Google Form
TR11687,C933,CV Sinergi Bangsa,"Jl. Brigjend Katamso No. 17, Surakarta",Logistik & Supply Chain,Bagus Mahendra,085789791776,Supply Chain Analyst,Full-time,3,"Teknik Industri, Manajemen",5,"Menguasai supply chain management, Excel, analisis data operasional.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 7.000.000/bulan,2025-01-02,Input Manual
TR11688,C259,PT Global Data,"Jl. Veteran No. 83, Yogyakarta",Agribisnis,Citra Utami,083856435115,Research Assistant,Magang,1,"Statistika, Psikologi",4,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 1.000.000/bulan,2025-01-02,Google Form
TR11689,C440,PT Kreasi Sentosa,"Jl. Thamrin No. 198, Jakarta",Teknologi Informasi,Eka Nugroho,085882912081,Software Engineer Intern,Magang,2,"Informatika, Sistem Informasi",6,"Menguasai minimal 1 bahasa pemrograman, OOP, struktur data, algoritma.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",3 Bulan,Rp 500.000/bulan,2024-09-02,Input Manual
TR11690,C1231,CV Digital Bangsa,"Jl. Monginsidi No. 122, Tangerang",Travel & Hospitality,Farhan Ramadhan,085862229773,Business Development Intern,Magang,1,"Manajemen, Ekonomi Pembangunan",6,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 2.500.000/bulan,2024-12-28,WhatsApp
TR11691,C247,PT Digital Global,"Jl. Diponegoro No. 21, Tangerang",Retail,Vino Wibowo,085200780005,Digital Marketing Intern,Part-time,2,"Ilmu Komunikasi, Desain Komunikasi Visual",5,"Menguasai social media management, Google Ads, SEO dasar, content creation.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",Tidak Terbatas,Rp 2.000.000/bulan,2025-01-14,Google Form
TR11692,C385,PT Prima Digital,"Jl. Gatot Subroto No. 186, Jakarta",Telekomunikasi,Rafi Cahyani,085209043228,Business Development Intern,Magang,3,"Ilmu Komunikasi, Ekonomi Pembangunan",6,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,6 Bulan,Rp 500.000/bulan,2024-11-17,Email
TR11693,C827,CV Daya Systems,"Jl. Jend. Sudirman No. 169, Jakarta",Logistik & Supply Chain,Citra Suryadi,087741125175,Warehouse Staff,Magang,2,"Teknik Industri, Manajemen",5,"Menguasai dasar-dasar warehouse staff, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",6 Bulan,Rp 750.000/bulan,2024-10-05,Google Form
TR11694,C1070,CV Bangkit Media,"Jl. Jend. Sudirman No. 25, Malang",Kesehatan & Farmasi,Farel Sari,081530000886,Regulatory Affairs Intern,Magang,2,"Farmasi, Ilmu Hukum",4,"Menguasai dasar-dasar regulatory affairs intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Rp 500.000/bulan,2024-08-15,Google Form
TR11695,C399,PT Cipta Informatika,"Jl. Pemuda No. 121, Jakarta",Asuransi,Tiara Setiawan,081580172260,Underwriting Intern,Magang,5,"Akuntansi, Manajemen",5,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Rp 750.000/bulan,2024-10-16,Google Form
TR11696,C1478,CV Perkasa Digital,"Jl. Monginsidi No. 146, Surabaya",Energi & Pertambangan,Qonita Sulistyo,081560819714,Geologist Intern,Full-time,2,Teknik Sipil,6,"Menguasai dasar-dasar geologist intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 4.500.000/bulan,2024-12-14,Google Form
TR11697,C1121,PT Gemilang Abadi,"Jl. Dago No. 92, Surabaya",Asuransi,Dani Firdaus,085723519689,Actuarial Analyst Intern,Magang,1,"Statistika, Akuntansi",6,"Menguasai dasar-dasar actuarial analyst intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Uang transport saja,2024-08-10,Google Form
TR11698,C439,PT Sentosa Perkasa,"Jl. Veteran No. 66, Yogyakarta",Logistik & Supply Chain,Olivia Pratama,085333793375,Supply Chain Analyst,Magang,4,"Sistem Informasi, Teknik Industri",4,"Menguasai supply chain management, Excel, analisis data operasional.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",3 Bulan,Rp 1.000.000/bulan,2024-11-02,Input Manual
TR11699,C1160,PT Mitra Global,"Jl. Pahlawan No. 82, Surakarta",Asuransi,Bayu Cahyono,085841636049,Customer Service Intern,Magang,5,"Psikologi, Manajemen",4,"Menguasai dasar-dasar customer service intern, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,3 Bulan,Non-Paid,2025-01-10,Input Manual
TR11700,C1209,CV Cakra Indonesia,"Jl. Jend. Sudirman No. 84, Malang",Travel & Hospitality,Maya Handayani,081567924157,Data Analyst,Magang,4,"Statistika, Sistem Informasi",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 1.500.000/bulan,2024-08-23,Google Form
TR11701,C720,PT Sejahtera Kreatif,"Jl. Ahmad Yani No. 59, Jakarta",Keuangan & Perbankan,Qori Syahputra,081576588961,Financial Analyst,Magang,1,"Akuntansi, Ekonomi Pembangunan",6,"Menguasai Excel advanced, financial modeling, analisis laporan keuangan.",WFH,"Full remote, standup meeting harian via Zoom",Tidak Terbatas,Rp 2.000.000/bulan,2024-12-16,Google Form
