id_company,company_name,company_type,industry_sector,kota,skala_perusahaan,pic_name,pic_phone,created_at
C694,CV Esa Nusantara,Startup,FMCG,Jakarta,Lokal,Bunga Wibowo,085314448564,2024-10-09
C695,PT Techno Digital,Startup,Agribisnis,Jakarta,Nasional,Ilham Handayani,087789969860,2023-06-29
C696,PT Global Nusantara,Pemerintah,Manufaktur,Jakarta,Nasional,Mira Sulistyo,081257798066,2024-05-13
C697,PT Global Mandiri,NGO,Teknologi Informasi,Semarang,Multinasional,Elsa Ningsih,085853470574,2023-06-04
C698,CV Bangkit Bangsa,Startup,FMCG,Bandung,Lokal,Galuh Budiman,081316597263,2023-04-12
C699,PT Bangkit Pratama,Startup,Retail,Malang,Lokal,Bella Kurniawan,082294884882,2022-12-12
C700,PT Karya Kreatif,Startup,Energi & Pertambangan,Malang,Nasional,Amelia Ramadhani,087814991537,2024-12-27
C701,PT Bina Konsultan,Startup,Konsultan Manajemen,Surakarta,Lokal,Faisal Oktaviani,081532043097,2023-05-18
C702,PT Sinergi Perkasa,Startup,Otomotif,Bandung,Lokal,Mira Ramadhan,081546553585,2024-03-03
C703,PT Prima Utama,BUMN,Manufaktur,Surabaya,Nasional,Rendy Maulana,085678519358,2022-09-21
C704,CV Sejahtera Abadi,Corporate,Keuangan & Perbankan,Yogyakarta,Nasional,Budi Wardani,087780572151,2022-05-13
C705,PT Inti Bersama,UMKM,Agribisnis,Jakarta,Lokal,Nisa Rahmawati,087748453986,2022-10-01
C706,CV Bakti Bangsa,Startup,Keuangan & Perbankan,Semarang,Lokal,Krisna Gunawan,085623392207,2022-05-26
C707,PT Graha Data,Startup,Energi & Pertambangan,Bandung,Lokal,Zahra Fitriani,087725214526,2024-03-04
C708,PT Bangkit Data,Startup,Energi & Pertambangan,Jakarta,Lokal,Salma Hidayat,083840908051,2023-11-27
C709,CV Inovasi Informatika,Startup,Properti & Konstruksi,Jakarta,Nasional,Muhammad Cahyani,085272835129,2022-05-23
C710,PT Nusa Informatika,Startup,Retail,Surakarta,Lokal,Gita Hakim,085329821739,2023-10-01
C711,CV Graha Gemilang,NGO,Travel & Hospitality,Surabaya,Nasional,Vino Wijaya,085823736050,2022-08-27
C712,PT Global Bangsa,Corporate,Properti & Konstruksi,Tangerang,Nasional,Salma Pangestu,085334527346,2024-12-04
C713,PT Perkasa Sentosa,Startup,Teknologi Informasi,Yogyakarta,Nasional,Laila Nugraha,085708031499,2024-03-07
C714,PT Sinergi Pratama,Pemerintah,Keuangan & Perbankan,Surabaya,Nasional,Januar Ramadhan,085303172351,2024-06-07
C715,CV Bangkit Kreatif,Corporate,Teknologi Informasi,Surakarta,Multinasional,Ayu Wijaya,085352635602,2022-08-27
C716,CV Bina Global,UMKM,Asuransi,Semarang,Lokal,Farel Oktaviani,085646066643,2023-09-27
C717,PT Gemilang Teknologi,UMKM,Retail,Surakarta,Lokal,Hendra Putra,081571285246,2022-05-25
C718,PT Mandiri Bangsa,Corporate,Logistik & Supply Chain,Semarang,Multinasional,Maulana Firdaus,082228077113,2023-02-18
C719,PT Karya Sejahtera,Corporate,FMCG,Jakarta,Multinasional,Ilham Sari,085650902542,2022-03-26
C720,PT Sejahtera Kreatif,NGO,Keuangan & Perbankan,Jakarta,Lokal,Oscar Utami,085335707139,2023-08-21
C721,CV Indo Konsultan,Pemerintah,Keuangan & Perbankan,Surakarta,Lokal,Rafi Wulandari,082155021306,2024-11-26
C722,PT Mitra Karya,Corporate,Logistik & Supply Chain,Malang,Lokal,Teguh Hartono,085264967379,2022-06-01
C723,PT Media Systems,Corporate,Kesehatan & Farmasi,Yogyakarta,Lokal,Zaki Kusuma,082150642076,2023-08-11
C724,PT Sejahtera Analitika,Corporate,Energi & Pertambangan,Yogyakarta,Multinasional,Dwi Adriansyah,082233393957,2024-03-27
C725,CV Andalas Nusantara,Corporate,Retail,Jakarta,Nasional,Muhammad Sari,085882686270,2024-04-24
C726,CV Jaya Analitika,UMKM,Kesehatan & Farmasi,Bandung,Lokal,Ulfa Anggara,082227599801,2022-11-05
C727,PT Mitra Utama,BUMN,Properti & Konstruksi,Bekasi,Nasional,Farhan Firmansyah,082241595977,2024-01-01
C728,PT Nusa Mandiri,Startup,Travel & Hospitality,Surakarta,Lokal,Hana Pangestu,085262887431,2022-12-01
C729,CV Makmur Nusantara,UMKM,Kesehatan & Farmasi,Malang,Nasional,Oki Fitriani,081657992707,2022-12-16
C730,PT Karya Solusi,Startup,Telekomunikasi,Semarang,Lokal,Surya Prabowo,085715970996,2022-08-16
C731,CV Sukses Bangsa,Startup,Otomotif,Jakarta,Lokal,Nurul Putra,081234476504,2024-09-29
C732,PT Techno Utama,Corporate,Kesehatan & Farmasi,Malang,Lokal,Zahra Lestari,087766046558,2022-02-09
C733,PT Cakra Logistik,Startup,FMCG,Semarang,Nasional,Fitri Mahendra,085315810213,2023-07-31
C734,PT Nusa Pratama,Startup,Manufaktur,Surabaya,Lokal,Farhan Suryadi,081691297519,2022-01-20
C735,CV Sinergi Analitika,NGO,Media & Kreatif,Surakarta,Multinasional,Anisa Ningsih,082230165837,2022-01-08
C736,CV Bangkit Global,UMKM,Agribisnis,Jakarta,Lokal,Lestari Maulana,081212342893,2022-05-06
C737,CV Bakti Cerdas,Pemerintah,Media & Kreatif,Jakarta,Multinasional,Mega Cahyani,085736453804,2023-08-31
C738,PT Karya Inovasi,Startup,Keuangan & Perbankan,Bandung,Lokal,Ayu Sulistyo,085315959194,2022-06-13
C739,PT Bangkit Utama,Corporate,Pendidikan & EdTech,Jakarta,Multinasional,Intan Anggara,085867772266,2023-12-24
C740,PT Perkasa Terapan,BUMN,Media & Kreatif,Surakarta,Nasional,Galih Saputra,087872453076,2023-01-12
C741,CV Sentosa Karya,Pemerintah,Travel & Hospitality,Jakarta,Lokal,Dian Putra,087705115794,2024-10-19
C742,CV Bina Informatika,NGO,Pendidikan & EdTech,Jakarta,Lokal,Vino Cahyani,085796919284,2023-09-23
C743,PT Karya Digital,Corporate,Asuransi,Jakarta,Nasional,Anisa Permana,083859532593,2023-10-03
C744,CV Bangkit Makmur,Corporate,Teknologi Informasi,Jakarta,Nasional,Fitri Adriansyah,087779417634,2022-10-31
C745,CV Jaya Utama,Corporate,Properti & Konstruksi,Bandung,Multinasional,Satria Wulandari,081238843660,2023-01-21
C746,CV Mandiri Digital,Startup,Asuransi,Surakarta,Lokal,Ratna Putra,085275147439,2024-07-03
C747,PT Mega Teknologi,BUMN,Travel & Hospitality,Yogyakarta,Nasional,Galuh Wulandari,087880656259,2022-10-18
C748,PT Mandiri Utama,Corporate,Keuangan & Perbankan,Malang,Multinasional,Eka Santoso,082121823155,2022-09-28
C749,PT Techno Perkasa,Startup,E-commerce,Yogyakarta,Nasional,Maulana Setiawan,081637214330,2024-03-21
C750,CV Andalas Teknologi,Startup,Manufaktur,Bekasi,Lokal,Ulfa Cahyono,081560847068,2022-10-09
C751,PT Cipta Kreatif,Corporate,Pendidikan & EdTech,Jakarta,Nasional,Mega Putra,087832809448,2022-06-15
C752,PT Daya Sentosa,Startup,Pendidikan & EdTech,Semarang,Lokal,Amelia Kurniawan,085347079863,2023-11-01
C753,CV Mega Teknologi,Corporate,Logistik & Supply Chain,Semarang,Lokal,Farel Febriani,081645703943,2023-09-04
C754,CV Graha Kreatif,Corporate,Energi & Pertambangan,Semarang,Nasional,Kirana Wardani,085243191009,2022-12-05
C755,PT Inovasi Abadi,NGO,Telekomunikasi,Jakarta,Nasional,Dimas Ramadhan,082236514604,2022-11-23
C756,CV Inti Gemilang,NGO,Pendidikan & EdTech,Surakarta,Nasional,Lestari Pratama,081313798440,2022-03-04
C757,PT Abadi Digital,Startup,Asuransi,Surabaya,Lokal,Ilham Permana,085647340433,2022-04-01
C758,PT Mandiri Pratama,Startup,FMCG,Yogyakarta,Lokal,Nadia Wardani,083825562965,2024-02-04
C759,PT Techno Global,Startup,Kesehatan & Farmasi,Jakarta,Nasional,Farel Nugroho,085882958292,2024-07-12
C760,PT Mega Informatika,Corporate,Otomotif,Surakarta,Multinasional,Rangga Handayani,081557155868,2022-12-04
C761,PT Digital Makmur,Corporate,Asuransi,Semarang,Lokal,Candra Fitriani,081530817214,2024-07-18
C762,CV Gemilang Mandiri,BUMN,Travel & Hospitality,Bandung,Nasional,Budi Saputra,085713211471,2023-01-27
C763,PT Media Sentosa,Startup,Telekomunikasi,Jakarta,Nasional,Dinda Puspitasari,085207075504,2024-05-27
C764,PT Abadi Cerdas,Corporate,Logistik & Supply Chain,Jakarta,Multinasional,Zaki Nugroho,087717481131,2024-10-01
C765,PT Bina Global,Pemerintah,Keuangan & Perbankan,Jakarta,Nasional,Rafi Gunawan,081302908718,2024-07-13
C766,PT Abadi Terapan,NGO,Keuangan & Perbankan,Jakarta,Lokal,Lestari Mahendra,085720495612,2024-11-24
C767,PT Sinergi Inovasi,Corporate,Teknologi Informasi,Jakarta,Nasional,Citra Budiman,082135973711,2022-12-28
C768,CV Prima Indonesia,UMKM,Teknologi Informasi,Jakarta,Nasional,Dinda Pangestu,081367046861,2022-02-12
C769,PT Techno Abadi,BUMN,FMCG,Yogyakarta,Nasional,Farel Ramadhani,081302192378,2024-11-04
C770,PT Nusa Makmur,Corporate,Travel & Hospitality,Surakarta,Multinasional,Farhan Fitriani,087805080184,2023-09-08
C771,PT Esa Digital,Startup,Kesehatan & Farmasi,Jakarta,Nasional,Hafiz Hartono,087773126881,2023-03-14
C772,CV Prima Bangsa,Corporate,E-commerce,Yogyakarta,Lokal,Surya Ardiansyah,087853460605,2022-12-04
C773,PT Solusi Kreatif,UMKM,FMCG,Jakarta,Lokal,Hanif Puspitasari,081586239847,2023-04-06
C774,CV Cipta Pratama,Startup,Konsultan Manajemen,Yogyakarta,Lokal,Galuh Pangestu,085254787698,2023-12-01
C775,PT Prima Inovasi,Startup,Agribisnis,Depok,Lokal,Rani Handoko,085283553935,2023-05-31
C776,PT Sinergi Karya,Startup,Asuransi,Jakarta,Lokal,Maya Ningsih,085358853798,2022-10-13
C777,CV Mega Analitika,UMKM,Telekomunikasi,Bandung,Nasional,Yuni Wijaya,087874978524,2023-01-10
C778,PT Gemilang Digital,Startup,Konsultan Manajemen,Tangerang,Nasional,Maya Permana,081267917665,2024-11-12
C779,PT Prima Solusi,Startup,Keuangan & Perbankan,Surakarta,Lokal,Rendy Hidayat,085663090015,2023-07-04
C780,CV Jaya Konsultan,Corporate,Manufaktur,Surakarta,Nasional,Aditya Cahyono,082289021994,2023-03-27
C781,PT Mega Nusantara,Startup,Asuransi,Jakarta,Lokal,Rizky Hidayat,081234699673,2022-12-22
C782,CV Global Bangsa,Startup,Retail,Jakarta,Lokal,Bella Pangestu,081543768550,2024-02-27
C783,PT Makmur Global,Startup,Kesehatan & Farmasi,Semarang,Lokal,Rendy Syahputra,082235564343,2024-02-13
C784,PT Bina Systems,UMKM,Retail,Semarang,Nasional,Bella Firdaus,087876164534,2024-01-07
C785,CV Bumi Sejahtera,BUMN,Otomotif,Bandung,Nasional,Zaki Ramadhan,081231219804,2023-02-05
C786,PT Indo Mandiri,Startup,Asuransi,Jakarta,Lokal,Tika Putra,083813190924,2023-04-15
C787,PT Andalas Perkasa,BUMN,Manufaktur,Surakarta,Nasional,Eka Nugraha,081342817852,2023-02-05
C788,CV Jaya Informatika,BUMN,Otomotif,Yogyakarta,Nasional,Indah Putra,081272239594,2022-04-27
C789,CV Mega Logistik,Startup,Keuangan & Perbankan,Surakarta,Lokal,Nadya Firdaus,085368868785,2023-08-12
C790,CV Daya Bangsa,Corporate,Keuangan & Perbankan,Jakarta,Nasional,Prasetyo Gunawan,087864505730,2023-09-04
C791,CV Makmur Bangsa,Corporate,Kesehatan & Farmasi,Bandung,Multinasional,Budi Dewi,087747677537,2023-05-16
C792,CV Cakra Teknologi,Startup,Kesehatan & Farmasi,Malang,Lokal,Dewi Hakim,087766194588,2023-08-29
C793,PT Cipta Bangsa,BUMN,E-commerce,Jakarta,Nasional,Mega Putra,081212840083,2023-02-01
C794,PT Sejahtera Pratama,UMKM,Telekomunikasi,Jakarta,Lokal,Salma Firdaus,087880898126,2022-09-10
C795,PT Makmur Analitika,UMKM,Konsultan Manajemen,Surakarta,Lokal,Rafi Cahyono,085763004023,2023-02-07
C796,PT Graha Global,UMKM,FMCG,Malang,Lokal,Dinda Rahmawati,085882984933,2023-06-13
C797,PT Perkasa Inovasi,Startup,Otomotif,Jakarta,Lokal,Oki Budiman,081541283337,2024-04-08
C798,CV Global Logistik,Corporate,FMCG,Jakarta,Multinasional,Fitri Wijaya,082197150666,2023-11-10
C799,CV Cakra Inovasi,Pemerintah,Properti & Konstruksi,Bekasi,Lokal,Lutfia Firdaus,087893663439,2023-04-28
C800,CV Graha Solusi,Corporate,Energi & Pertambangan,Malang,Multinasional,Joko Pangestu,087871200720,2022-06-18
C801,CV Mandiri Karya,Corporate,FMCG,Bandung,Multinasional,Vina Hidayat,081291090326,2022-12-05
C802,PT Global Abadi,Corporate,Otomotif,Surakarta,Lokal,Kartika Oktaviani,081581793406,2024-08-04
C803,PT Cakra Terapan,NGO,Telekomunikasi,Bandung,Lokal,Bagus Firmansyah,081210912172,2024-08-02
C804,CV Karya Mandiri,UMKM,Properti & Konstruksi,Bandung,Lokal,Hana Oktaviani,085389437052,2024-06-10
C805,PT Mitra Teknologi,BUMN,Konsultan Manajemen,Jakarta,Nasional,Hasna Syahputra,081557256592,2024-10-16
C806,PT Techno Inovasi,BUMN,Properti & Konstruksi,Surakarta,Nasional,Januar Anggraeni,087743260055,2022-10-15
C807,PT Sukses Utama,Startup,Agribisnis,Surabaya,Lokal,Joko Suryadi,085384868999,2023-02-18
C808,PT Sejahtera Bersama,UMKM,Manufaktur,Tangerang,Lokal,Qonita Budiman,085303946408,2023-04-02
C809,CV Cipta Sejahtera,Pemerintah,Retail,Jakarta,Lokal,Aditya Permana,083886084907,2022-04-08
C810,PT Kreasi Konsultan,UMKM,Telekomunikasi,Surabaya,Lokal,Lestari Pangestu,085330615370,2024-03-07
C811,PT Inti Perkasa,Startup,Asuransi,Jakarta,Lokal,Prita Fitriani,083811210314,2023-08-15
C812,CV Mega Cerdas,Corporate,Logistik & Supply Chain,Yogyakarta,Nasional,Hanif Rahmawati,085241515263,2024-11-12
C813,PT Techno Data,Startup,Properti & Konstruksi,Surakarta,Lokal,Hanif Ardiansyah,085350566186,2024-12-31
C814,CV Bumi Kreatif,UMKM,Agribisnis,Surabaya,Lokal,Candra Rahmawati,081578765530,2022-05-18
C815,PT Makmur Kreatif,Startup,FMCG,Surakarta,Lokal,Bunga Sulistyo,081605712198,2024-02-02
C816,PT Mega Makmur,Startup,Agribisnis,Yogyakarta,Nasional,Rendy Cahyani,085834864010,2022-09-03
C817,PT Prima Logistik,Startup,Energi & Pertambangan,Bogor,Nasional,Eka Firdaus,085746004521,2022-06-02
C818,CV Esa Global,Corporate,Logistik & Supply Chain,Jakarta,Multinasional,Ulfa Kurniawan,082193913044,2023-06-26
C819,PT Global Bersama,Corporate,Keuangan & Perbankan,Jakarta,Lokal,Riska Wibowo,082111901707,2023-11-14
C820,PT Inti Solusi,Corporate,Travel & Hospitality,Malang,Multinasional,Lukman Oktaviani,085210732283,2023-11-16
C821,PT Inovasi Media,Corporate,Konsultan Manajemen,Bandung,Multinasional,Dimas Prasetya,082296384526,2024-10-05
C822,PT Cakra Makmur,Startup,Manufaktur,Bandung,Lokal,Farah Anggraeni,087701693429,2024-05-10
C823,CV Mega Media,Startup,Keuangan & Perbankan,Jakarta,Lokal,Indah Sari,085719031061,2022-05-28
C824,CV Indo Analitika,UMKM,Logistik & Supply Chain,Malang,Nasional,Fani Rahmawati,082223653377,2024-02-15
C825,PT Perkasa Teknologi,Startup,Asuransi,Yogyakarta,Lokal,Nisa Gunawan,081342442607,2024-07-28
C826,PT Karya Makmur,Corporate,Telekomunikasi,Bandung,Nasional,Zahra Permana,082173720376,2023-07-19
C827,CV Daya Systems,NGO,Logistik & Supply Chain,Jakarta,Nasional,Rizky Rahmawati,083846019134,2023-06-06
C828,PT Bina Cerdas,Pemerintah,Travel & Hospitality,Malang,Nasional,Surya Firdaus,083802058695,2024-12-21
C829,PT Andalas Kreatif,Startup,Telekomunikasi,Semarang,Nasional,Hasna Anggraeni,085295167933,2023-02-13
C830,CV Graha Inovasi,Startup,Travel & Hospitality,Surakarta,Lokal,Isna Nugroho,082276811872,2023-04-19
C831,CV Kreasi Kreatif,Corporate,Keuangan & Perbankan,Jakarta,Nasional,Nurul Sari,081353911498,2023-07-29
C832,CV Cipta Inovasi,UMKM,Travel & Hospitality,Surakarta,Lokal,Elsa Sari,081565118939,2022-01-14
C833,PT Inovasi Perkasa,UMKM,FMCG,Semarang,Lokal,Surya Safitri,081243223023,2022-02-25
C834,CV Sinergi Indonesia,Startup,Keuangan & Perbankan,Bandung,Lokal,Dwi Wulandari,082254621276,2022-03-06
C835,CV Cakra Nusantara,Corporate,Media & Kreatif,Jakarta,Nasional,Lutfia Mahendra,082198937629,2024-12-23
C836,PT Kreasi Analitika,BUMN,Teknologi Informasi,Surakarta,Nasional,Tasya Pangestu,087719120381,2023-08-29
C837,PT Prima Teknologi,Corporate,Travel & Hospitality,Malang,Lokal,Pandu Pangestu,083815881445,2022-04-14
C838,CV Cipta Perkasa,Corporate,Pendidikan & EdTech,Surakarta,Nasional,Rafi Mahendra,081368157245,2022-07-03
C839,PT Solusi Data,Startup,E-commerce,Surakarta,Lokal,Dewi Cahyani,085690255618,2024-06-18
C840,CV Techno Konsultan,BUMN,Travel & Hospitality,Yogyakarta,Nasional,Joko Utami,081648905670,2024-10-02
C841,PT Perkasa Gemilang,Startup,Keuangan & Perbankan,Surakarta,Lokal,Dinda Suryadi,081358482669,2024-02-13
C842,PT Bina Perkasa,Startup,Konsultan Manajemen,Yogyakarta,Lokal,Yoga Budiman,081629608070,2024-01-27
C843,PT Kreasi Sejahtera,Corporate,Travel & Hospitality,Yogyakarta,Multinasional,Irfan Santoso,081240164818,2022-02-04
C844,PT Bangkit Bersama,NGO,Otomotif,Surakarta,Nasional,Arif Permana,082221269428,2023-01-20
C845,PT Bumi Digital,Startup,Asuransi,Semarang,Nasional,Taufik Nugraha,085717064625,2023-03-15
C846,CV Solusi Media,Startup,Energi & Pertambangan,Jakarta,Lokal,Ilham Dewi,085615388824,2023-08-19
C847,PT Prima Gemilang,UMKM,Keuangan & Perbankan,Semarang,Nasional,Putri Sari,082235384951,2022-04-28
C848,PT Digital Terapan,Startup,Logistik & Supply Chain,Surakarta,Lokal,Nadia Kurniawan,083809339137,2024-07-20
C849,CV Prima Sentosa,UMKM,Manufaktur,Surakarta,Lokal,Gibran Puspitasari,081587561786,2022-06-07
C850,CV Solusi Terapan,Startup,Logistik & Supply Chain,Jakarta,Lokal,Pandu Fitriani,087857744916,2024-12-08
C851,PT Media Indonesia,BUMN,E-commerce,Jakarta,Nasional,Erlangga Adriansyah,085394184336,2022-05-26
C852,PT Andalas Utama,BUMN,Kesehatan & Farmasi,Semarang,Nasional,Kevin Wulandari,082139982137,2024-04-14
C853,PT Cipta Logistik,UMKM,Telekomunikasi,Surakarta,Lokal,Ilham Suryadi,082276660811,2024-01-22
C854,CV Sukses Sentosa,Corporate,E-commerce,Surabaya,Nasional,Umar Sulistyo,082212345506,2024-07-22
C855,PT Perkasa Cerdas,Corporate,Kesehatan & Farmasi,Bandung,Multinasional,Hendra Wijaya,085780873543,2023-08-18
C856,PT Esa Indonesia,Corporate,Pendidikan & EdTech,Jakarta,Multinasional,Galih Rahmawati,085870908599,2022-09-12
C857,PT Mandiri Makmur,Startup,Teknologi Informasi,Semarang,Nasional,Salma Anggraeni,085699699648,2022-12-06
C858,PT Mandiri Indonesia,Corporate,FMCG,Bandung,Nasional,Sinta Hidayat,085708499323,2022-10-28
C859,PT Nusa Karya,BUMN,Manufaktur,Jakarta,Nasional,Amelia Safitri,083806908726,2022-10-17
C860,PT Solusi Systems,Corporate,Pendidikan & EdTech,Jakarta,Nasional,Umar Rahmawati,085395382804,2024-11-30
C861,PT Media Perkasa,BUMN,Logistik & Supply Chain,Bogor,Nasional,Bella Wardani,081526958264,2024-06-08
C862,PT Kreasi Digital,Corporate,Asuransi,Surakarta,Multinasional,Sinta Suryadi,081514346823,2023-01-25
C863,PT Sentosa Bangsa,Corporate,Keuangan & Perbankan,Malang,Lokal,Ahmad Rahmawati,081686966101,2023-04-04
C864,CV Graha Karya,Pemerintah,Teknologi Informasi,Surakarta,Lokal,Rafi Oktaviani,085714915076,2024-12-16
C865,CV Esa Kreatif,BUMN,Retail,Bandung,Nasional,Dwi Ramadhan,082244077794,2022-10-22
C866,PT Cakra Media,Startup,Kesehatan & Farmasi,Jakarta,Lokal,Zahra Wibowo,082199140688,2024-10-04
C867,CV Sinergi Gemilang,Startup,Kesehatan & Farmasi,Bekasi,Lokal,Amelia Hidayat,087781703211,2023-02-19
C868,PT Bangkit Konsultan,Corporate,FMCG,Jakarta,Multinasional,Guntur Rahmawati,083844490295,2024-07-05
C869,PT Indo Bangsa,Corporate,Otomotif,Surakarta,Nasional,Pandu Mahendra,082241678127,2023-08-07
C870,PT Daya Solusi,NGO,E-commerce,Surakarta,Lokal,Nurul Febriani,083821348629,2022-07-08
C871,PT Bakti Perkasa,Startup,Manufaktur,Bandung,Lokal,Amelia Ningsih,081377067368,2024-10-06
C872,CV Inovasi Pratama,UMKM,Energi & Pertambangan,Yogyakarta,Lokal,Surya Hakim,085821650587,2023-01-05
C873,PT Inti Sentosa,Corporate,E-commerce,Yogyakarta,Lokal,Sinta Syahputra,087790898436,2022-10-12
C874,PT Mandiri Terapan,Corporate,Teknologi Informasi,Bekasi,Multinasional,Devi Nugroho,085238694842,2022-03-19
C875,PT Makmur Systems,Corporate,Retail,Depok,Lokal,Wahyu Utami,082286767382,2024-06-22
C876,PT Makmur Abadi,Corporate,E-commerce,Depok,Multinasional,Anggi Pangestu,087768299687,2024-08-02
C877,PT Bakti Media,Corporate,Energi & Pertambangan,Bandung,Nasional,Aldi Permana,081256695790,2024-01-26
C878,CV Prima Media,Corporate,Konsultan Manajemen,Surabaya,Lokal,Vino Syahputra,082141528572,2023-02-03
C879,CV Graha Informatika,UMKM,FMCG,Surakarta,Lokal,Maulana Handayani,087855078468,2024-10-30
C880,PT Solusi Global,Startup,Agribisnis,Surabaya,Nasional,Muhammad Budiman,085391891179,2023-04-05
C881,CV Esa Karya,UMKM,Manufaktur,Jakarta,Nasional,Tika Setiawan,085847155313,2023-03-07
C882,CV Sukses Global,BUMN,Asuransi,Yogyakarta,Nasional,Pandu Prasetya,087750094214,2024-12-10
C883,PT Esa Nusantara,UMKM,Otomotif,Yogyakarta,Lokal,Rizky Ramadhan,082138885622,2024-09-05
C884,PT Daya Perkasa,BUMN,Retail,Yogyakarta,Nasional,Isna Putra,082175854859,2023-07-27
C885,PT Prima Mandiri,Pemerintah,Logistik & Supply Chain,Depok,Multinasional,Bella Ramadhani,081600024539,2024-05-26
C886,CV Karya Sejahtera,Startup,Logistik & Supply Chain,Surabaya,Lokal,Ahmad Prabowo,085870836821,2022-05-22
C887,PT Esa Global,Corporate,Agribisnis,Surakarta,Nasional,Fani Cahyani,081574620258,2023-03-31
C888,CV Sukses Mandiri,Startup,E-commerce,Yogyakarta,Lokal,Farhan Ramadhani,082212392049,2022-12-21
C889,PT Techno Informatika,Startup,Konsultan Manajemen,Yogyakarta,Nasional,Luthfi Putra,081576817225,2023-12-08
C890,PT Sukses Konsultan,UMKM,Agribisnis,Surakarta,Lokal,Rafi Setiawan,083876831608,2023-10-29
C891,CV Indo Makmur,Pemerintah,Pendidikan & EdTech,Semarang,Multinasional,Devi Prabowo,085391438823,2022-07-26
C892,CV Bakti Systems,Corporate,Manufaktur,Surabaya,Nasional,Rani Gunawan,081377732643,2023-10-18
C893,PT Bangkit Global,UMKM,Logistik & Supply Chain,Surakarta,Nasional,Nanda Utami,087712053978,2022-01-06
C894,PT Mega Kreatif,Corporate,Properti & Konstruksi,Surakarta,Multinasional,Irfan Firmansyah,081212560832,2024-11-28
C895,CV Sukses Media,Corporate,Media & Kreatif,Jakarta,Multinasional,Budi Permana,085736199517,2022-03-24
C896,PT Media Karya,BUMN,Pendidikan & EdTech,Malang,Nasional,Ilham Firmansyah,085392950143,2022-07-11
C897,PT Sinergi Teknologi,UMKM,Pendidikan & EdTech,Tangerang,Nasional,Rangga Febriani,087719126022,2022-06-19
C898,PT Kreasi Solusi,Startup,Retail,Jakarta,Lokal,Hendra Anggraeni,081511166122,2022-10-13
C899,PT Mega Global,UMKM,Retail,Surakarta,Nasional,Rafi Sulistyo,085630493665,2023-05-25
C900,CV Sejahtera Systems,BUMN,Telekomunikasi,Surabaya,Nasional,Gibran Handoko,082111408682,2022-08-01
C901,PT Mandiri Sentosa,Startup,Pendidikan & EdTech,Semarang,Nasional,Aditya Sulistyo,085603995297,2024-02-19
C902,PT Global Sejahtera,Pemerintah,Logistik & Supply Chain,Surakarta,Lokal,Prita Ramadhan,087842304120,2024-01-06
C903,CV Bangkit Abadi,Startup,Keuangan & Perbankan,Jakarta,Lokal,Dian Febriani,081263224815,2022-06-24
C904,CV Inovasi Sejahtera,UMKM,Telekomunikasi,Surakarta,Lokal,Laila Safitri,081575649157,2024-01-14
C905,PT Digital Nusantara,Corporate,Konsultan Manajemen,Semarang,Multinasional,Nadya Nugroho,083808157129,2022-11-28
C906,PT Global Utama,UMKM,Retail,Surakarta,Nasional,Pandu Wibowo,087735104584,2024-07-16
C907,PT Nusa Nusantara,UMKM,Teknologi Informasi,Surakarta,Nasional,Fani Prasetya,085669470318,2024-12-24
C908,PT Graha Kreatif,Pemerintah,Pendidikan & EdTech,Bandung,Lokal,Galuh Prasetya,087862159183,2024-06-19
C909,CV Andalas Digital,Startup,Konsultan Manajemen,Jakarta,Nasional,Gibran Santoso,081510797714,2023-11-08
C910,PT Karya Logistik,Corporate,Konsultan Manajemen,Bandung,Multinasional,Anisa Utami,081249980949,2022-05-15
C911,CV Karya Kreatif,Corporate,Retail,Semarang,Nasional,Bayu Cahyono,081323740779,2023-08-23
C912,CV Kreasi Analitika,UMKM,Otomotif,Bandung,Lokal,Eka Handayani,081642620370,2024-07-02
C913,PT Bumi Nusantara,Startup,Keuangan & Perbankan,Surabaya,Lokal,Gita Pangestu,081513599898,2022-02-26
C914,CV Mega Data,Pemerintah,Teknologi Informasi,Semarang,Nasional,Bima Santoso,083864482217,2023-08-17
C915,CV Makmur Informatika,Corporate,Teknologi Informasi,Yogyakarta,Multinasional,Prita Nugroho,087875712369,2022-02-22
C916,PT Indo Gemilang,UMKM,Energi & Pertambangan,Bandung,Lokal,Rizky Nugroho,085253141961,2024-09-04
C917,PT Bina Solusi,Corporate,Travel & Hospitality,Yogyakarta,Multinasional,Gita Nugraha,087796240964,2024-02-12
C918,PT Abadi Sentosa,Corporate,Konsultan Manajemen,Bekasi,Lokal,Julia Santoso,087702851622,2024-11-13
C919,PT Digital Abadi,Corporate,Travel & Hospitality,Semarang,Multinasional,Indah Kusuma,087872879916,2022-03-26
C920,PT Bina Pratama,UMKM,Media & Kreatif,Bogor,Lokal,Oscar Sari,087760523045,2024-04-14
C921,PT Graha Cerdas,BUMN,Teknologi Informasi,Tangerang,Nasional,Salma Budiman,087724191650,2024-01-08
C922,CV Mandiri Abadi,Startup,Asuransi,Jakarta,Nasional,Aldi Kusuma,085289808806,2022-05-14
C923,PT Indo Nusantara,Startup,Retail,Jakarta,Lokal,Anggi Utami,087864869893,2023-04-09
C924,PT Inti Utama,BUMN,Keuangan & Perbankan,Surakarta,Nasional,Dimas Ningsih,081575360511,2022-10-04
