NIM,nama,program_studi,semester,hp,email_pribadi,email_kampus,bidang_minat,jenis_penempatan_diminati,bulan_masuk
202319592,Cahyo Prasetya,Informatika,3,081225300264,cahyo.prasetya@gmail.com,202319592@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202219593,Nadia Prabowo,Informatika,4,081626266529,nadia.prabowo@gmail.com,202219593@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
202119594,Dwi Maulana,Ilmu Komunikasi,5,085678434154,dwi.maulana@gmail.com,202119594@student.uns.ac.id,Sosial,Part-time,September 2021
202119595,Rani Fitriani,Teknik Industri,7,085342105371,rani.fitriani@gmail.com,202119595@student.uns.ac.id,Teknologi,Full-time,September 2021
202219596,Indah Hartono,Informatika,3,085716445011,indah.hartono@gmail.com,202219596@student.uns.ac.id,Teknologi,Magang,Maret 2022
202119597,Isna Lestari,Manajemen,5,085695041053,isna.lestari@gmail.com,202119597@student.uns.ac.id,Bisnis,Magang,Agustus 2021
202119598,Rendy Setiawan,Pendidikan Teknik Informatika,7,083849544450,rendy.setiawan@gmail.com,202119598@student.uns.ac.id,Teknologi,Full-time,Agustus 2021
202119599,Eka Nugraha,Teknik Mesin,5,085356403433,eka.nugraha@gmail.com,202119599@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202219600,Nadia Wijaya,Informatika,4,087786119794,nadia.wijaya@gmail.com,202219600@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202319601,Surya Handayani,Sistem Informasi,2,081322572244,surya.handayani@gmail.com,202319601@student.uns.ac.id,Teknologi,Full-time,September 2023
202119602,Dewi Handoko,Agroteknologi,6,087710802142,dewi.handoko@gmail.com,202119602@student.uns.ac.id,Sains,Magang,September 2021
202219603,Rafi Ardiansyah,Informatika,4,083886684843,rafi.ardiansyah@gmail.com,202219603@student.uns.ac.id,Teknologi,Magang,September 2022
202319604,Dwi Pangestu,Desain Komunikasi Visual,2,085714771443,dwi.pangestu@gmail.com,202319604@student.uns.ac.id,Desain,Magang,September 2023
202319605,Tika Lestari,Informatika,2,082105474070,tika.lestari@gmail.com,202319605@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202119606,Kirana Hakim,Teknik Mesin,5,083872403401,kirana.hakim@gmail.com,202119606@student.uns.ac.id,Teknologi,Magang,Agustus 2021
201919607,Kevin Wijaya,Informatika,10,085813202947,kevin.wijaya@gmail.com,201919607@student.uns.ac.id,Teknologi,Part-time,Agustus 2019
202119608,Lina Suryadi,Farmasi,7,082140217239,lina.suryadi@gmail.com,202119608@student.uns.ac.id,Sains,Part-time,Agustus 2021
202319609,Ahmad Ramadhani,Manajemen,2,081588749033,ahmad.ramadhani@gmail.com,202319609@student.uns.ac.id,Bisnis,Part-time,Agustus 2023
201919610,Ivan Kurniawan,Statistika,9,085386122372,ivan.kurniawan@gmail.com,201919610@student.uns.ac.id,Sains,Magang,September 2019
202119611,Rendy Firdaus,Ilmu Hukum,5,085311803277,rendy.firdaus@gmail.com,202119611@student.uns.ac.id,Sosial,Magang,September 2021
202019612,Dian Kusuma,Akuntansi,9,087874800308,dian.kusuma@gmail.com,202019612@student.uns.ac.id,Bisnis,Part-time,Agustus 2020
202119613,Muhammad Permana,Pendidikan Teknik Informatika,7,087813986681,muhammad.permana@gmail.com,202119613@student.uns.ac.id,Teknologi,Part-time,September 2021
202119614,Gibran Ardiansyah,Ilmu Hukum,5,081295464710,gibran.ardiansyah@gmail.com,202119614@student.uns.ac.id,Sosial,Magang,September 2021
202219615,Rendy Wibowo,Akuntansi,5,081658402213,rendy.wibowo@gmail.com,202219615@student.uns.ac.id,Bisnis,Full-time,September 2022
202119616,Ilham Gunawan,Manajemen,5,081379736432,ilham.gunawan@gmail.com,202119616@student.uns.ac.id,Bisnis,Magang,September 2021
202219617,Eka Ramadhan,Farmasi,5,082205313313,eka.ramadhan@gmail.com,202219617@student.uns.ac.id,Sains,Magang,Agustus 2022
202319618,Mega Oktaviani,Farmasi,2,081243548525,mega.oktaviani@gmail.com,202319618@student.uns.ac.id,Sains,Full-time,September 2023
202119619,Aditya Firdaus,Ilmu Komunikasi,5,087733703444,aditya.firdaus@gmail.com,202119619@student.uns.ac.id,Sosial,Magang,Agustus 2021
202219620,Amelia Handoko,Manajemen,5,085206624404,amelia.handoko@gmail.com,202219620@student.uns.ac.id,Bisnis,Magang,September 2022
202019621,Mega Kusuma,Ilmu Komunikasi,8,081257834990,mega.kusuma@gmail.com,202019621@student.uns.ac.id,Sosial,Magang,Agustus 2020
202119622,Olivia Wibowo,Sastra Inggris,5,087828451427,olivia.wibowo@gmail.com,202119622@student.uns.ac.id,Sosial,Full-time,Februari 2021
201919623,Nisa Hakim,Teknik Mesin,11,085356861949,nisa.hakim@gmail.com,201919623@student.uns.ac.id,Teknologi,Part-time,September 2019
202219624,Pandu Kurniawan,Desain Komunikasi Visual,5,081538825855,pandu.kurniawan@gmail.com,202219624@student.uns.ac.id,Desain,Magang,September 2022
202019625,Muhammad Lestari,Sistem Informasi,9,087873071043,muhammad.lestari@gmail.com,202019625@student.uns.ac.id,Teknologi,Full-time,Agustus 2020
202019626,Farah Prasetya,Farmasi,7,082155356134,farah.prasetya@gmail.com,202019626@student.uns.ac.id,Sains,Part-time,Agustus 2020
202219627,Aldi Anggraeni,Teknik Elektro,3,082140724909,aldi.anggraeni@gmail.com,202219627@student.uns.ac.id,Teknologi,Magang,September 2022
202019628,Rangga Nugroho,Akuntansi,7,087856234464,rangga.nugroho@gmail.com,202019628@student.uns.ac.id,Bisnis,Magang,Maret 2020
202319629,Rafi Fitriani,Manajemen,2,085696977235,rafi.fitriani@gmail.com,202319629@student.uns.ac.id,Bisnis,Full-time,September 2023
202119630,Nisa Anggraeni,Informatika,7,085349496833,nisa.anggraeni@gmail.com,202119630@student.uns.ac.id,Teknologi,Magang,September 2021
202319631,Joko Wijaya,Ilmu Hukum,2,082142054928,joko.wijaya@gmail.com,202319631@student.uns.ac.id,Sosial,Magang,September 2023
201919632,Nadya Puspitasari,Teknik Sipil,10,081398982887,nadya.puspitasari@gmail.com,201919632@student.uns.ac.id,Teknologi,Full-time,Maret 2019
202119633,Nisa Puspitasari,Akuntansi,5,085253142900,nisa.puspitasari@gmail.com,202119633@student.uns.ac.id,Bisnis,Magang,September 2021
202219634,Julia Nugroho,Sastra Inggris,3,085233504099,julia.nugroho@gmail.com,202219634@student.uns.ac.id,Sosial,Part-time,Agustus 2022
202219635,Anisa Saputra,Teknik Sipil,3,085233330854,anisa.saputra@gmail.com,202219635@student.uns.ac.id,Teknologi,Part-time,September 2022
202119636,Prita Prasetya,Ilmu Komunikasi,7,085284976174,prita.prasetya@gmail.com,202119636@student.uns.ac.id,Sosial,Part-time,Agustus 2021
202219637,Dani Ramadhan,Ekonomi Pembangunan,3,085750625511,dani.ramadhan@gmail.com,202219637@student.uns.ac.id,Bisnis,Magang,September 2022
202219638,Dwi Pratama,Psikologi,3,085861665372,dwi.pratama@gmail.com,202219638@student.uns.ac.id,Sosial,Magang,Maret 2022
202119639,Tasya Santoso,Teknik Elektro,5,081266678735,tasya.santoso@gmail.com,202119639@student.uns.ac.id,Teknologi,Magang,September 2021
202019640,Hesti Sari,Agroteknologi,7,085882052931,hesti.sari@gmail.com,202019640@student.uns.ac.id,Sains,Magang,Maret 2020
202019641,Dimas Cahyani,Informatika,7,082141445251,dimas.cahyani@gmail.com,202019641@student.uns.ac.id,Teknologi,Magang,Agustus 2020
202019642,Bella Rahmawati,Sastra Inggris,8,082110836129,bella.rahmawati@gmail.com,202019642@student.uns.ac.id,Sosial,Magang,September 2020
202119643,Surya Ningsih,Teknik Industri,6,082175450419,surya.ningsih@gmail.com,202119643@student.uns.ac.id,Teknologi,Full-time,Agustus 2021
202119644,Kevin Dewi,Sistem Informasi,6,085723864232,kevin.dewi@gmail.com,202119644@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
202119645,Faisal Prabowo,Sistem Informasi,7,081627876994,faisal.prabowo@gmail.com,202119645@student.uns.ac.id,Teknologi,Magang,Agustus 2021
201919646,Krisna Lestari,Agroteknologi,10,087798466970,krisna.lestari@gmail.com,201919646@student.uns.ac.id,Sains,Magang,Februari 2019
202219647,Winda Cahyono,Informatika,3,081386242757,winda.cahyono@gmail.com,202219647@student.uns.ac.id,Teknologi,Full-time,September 2022
201919648,Dimas Oktaviani,Statistika,9,085623944980,dimas.oktaviani@gmail.com,201919648@student.uns.ac.id,Sains,Magang,Agustus 2019
202319649,Vina Ramadhan,Sistem Informasi,2,085255530804,vina.ramadhan@gmail.com,202319649@student.uns.ac.id,Teknologi,Magang,Maret 2023
202219650,Gilang Hartono,Teknik Elektro,4,082157374729,gilang.hartono@gmail.com,202219650@student.uns.ac.id,Teknologi,Magang,September 2022
202019651,Irfan Kusuma,Akuntansi,8,087750839998,irfan.kusuma@gmail.com,202019651@student.uns.ac.id,Bisnis,Part-time,Agustus 2020
202119652,Hasna Putra,Manajemen,5,081202124684,hasna.putra@gmail.com,202119652@student.uns.ac.id,Bisnis,Part-time,September 2021
202219653,Bayu Permana,Sistem Informasi,4,081209452711,bayu.permana@gmail.com,202219653@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
202219654,Fajar Hidayat,Ekonomi Pembangunan,3,085679852181,fajar.hidayat@gmail.com,202219654@student.uns.ac.id,Bisnis,Full-time,September 2022
202219655,Zahra Prasetya,Akuntansi,4,085691382220,zahra.prasetya@gmail.com,202219655@student.uns.ac.id,Bisnis,Magang,Agustus 2022
202119656,Putri Utami,Farmasi,5,085202076324,putri.utami@gmail.com,202119656@student.uns.ac.id,Sains,Full-time,Agustus 2021
202119657,Dian Maulana,Sistem Informasi,5,087852719421,dian.maulana@gmail.com,202119657@student.uns.ac.id,Teknologi,Magang,September 2021
202019658,Guntur Hidayat,Sistem Informasi,7,087811309279,guntur.hidayat@gmail.com,202019658@student.uns.ac.id,Teknologi,Magang,September 2020
202219659,Hendra Gunawan,Teknik Elektro,5,085689829473,hendra.gunawan@gmail.com,202219659@student.uns.ac.id,Teknologi,Full-time,September 2022
202219660,Julia Prabowo,Ekonomi Pembangunan,4,083877884824,julia.prabowo@gmail.com,202219660@student.uns.ac.id,Bisnis,Part-time,Agustus 2022
202119661,Joko Oktaviani,Sastra Inggris,5,081617863914,joko.oktaviani@gmail.com,202119661@student.uns.ac.id,Sosial,Magang,Maret 2021
202119662,Budi Santoso,Informatika,5,082213605710,budi.santoso@gmail.com,202119662@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202119663,Wahyu Ramadhani,Ekonomi Pembangunan,7,085638957772,wahyu.ramadhani@gmail.com,202119663@student.uns.ac.id,Bisnis,Full-time,September 2021
202219664,Eka Ningsih,Informatika,5,081633814906,eka.ningsih@gmail.com,202219664@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
202219665,Eka Hakim,Farmasi,5,085381634737,eka.hakim@gmail.com,202219665@student.uns.ac.id,Sains,Magang,Agustus 2022
202219666,Bunga Anggara,Statistika,4,081345390212,bunga.anggara@gmail.com,202219666@student.uns.ac.id,Sains,Magang,September 2022
202319667,Wahyu Prabowo,Teknik Industri,3,082175768243,wahyu.prabowo@gmail.com,202319667@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202319668,Kartika Kusuma,Informatika,2,085325171175,kartika.kusuma@gmail.com,202319668@student.uns.ac.id,Teknologi,Part-time,Agustus 2023
202019669,Tika Hartono,Teknik Elektro,7,081501363252,tika.hartono@gmail.com,202019669@student.uns.ac.id,Teknologi,Part-time,September 2020
202219670,Dinda Hidayat,Manajemen,5,081638600716,dinda.hidayat@gmail.com,202219670@student.uns.ac.id,Bisnis,Magang,September 2022
202119671,Faisal Wijaya,Informatika,5,081212387490,faisal.wijaya@gmail.com,202119671@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202219672,Lina Cahyani,Teknik Sipil,5,085281624378,lina.cahyani@gmail.com,202219672@student.uns.ac.id,Teknologi,Full-time,Agustus 2022
202219673,Budi Saputra,Sistem Informasi,4,082263697631,budi.saputra@gmail.com,202219673@student.uns.ac.id,Teknologi,Magang,September 2022
202019674,Gibran Saputra,Pendidikan Teknik Informatika,9,081514495415,gibran.saputra@gmail.com,202019674@student.uns.ac.id,Teknologi,Magang,Agustus 2020
202319675,Januar Pratama,Sistem Informasi,2,082235327775,januar.pratama@gmail.com,202319675@student.uns.ac.id,Teknologi,Part-time,September 2023
202319676,Devi Hakim,Ilmu Komunikasi,3,082171045788,devi.hakim@gmail.com,202319676@student.uns.ac.id,Sosial,Full-time,September 2023
202219677,Dwi Fitriani,Statistika,5,087859983003,dwi.fitriani@gmail.com,202219677@student.uns.ac.id,Sains,Magang,September 2022
202319678,Ahmad Kurniawan,Manajemen,3,087805174761,ahmad.kurniawan@gmail.com,202319678@student.uns.ac.id,Bisnis,Part-time,Agustus 2023
202219679,Zaki Ardiansyah,Informatika,3,085791327764,zaki.ardiansyah@gmail.com,202219679@student.uns.ac.id,Teknologi,Full-time,September 2022
202319680,Riska Wijaya,Teknik Elektro,3,081231877750,riska.wijaya@gmail.com,202319680@student.uns.ac.id,Teknologi,Part-time,September 2023
202319681,Fajar Anggara,Sistem Informasi,2,085275721518,fajar.anggara@gmail.com,202319681@student.uns.ac.id,Teknologi,Full-time,September 2023
202319682,Riska Dewi,Informatika,3,081372081792,riska.dewi@gmail.com,202319682@student.uns.ac.id,Teknologi,Magang,September 2023
202219683,Pandu Suryadi,Informatika,3,082240370500,pandu.suryadi@gmail.com,202219683@student.uns.ac.id,Teknologi,Magang,Maret 2022
202319684,Mira Handayani,Sistem Informasi,2,087855486295,mira.handayani@gmail.com,202319684@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202019685,Devi Kusuma,Ilmu Komunikasi,8,083847681342,devi.kusuma@gmail.com,202019685@student.uns.ac.id,Sosial,Magang,September 2020
202219686,Guntur Prasetya,Farmasi,4,081360887339,guntur.prasetya@gmail.com,202219686@student.uns.ac.id,Sains,Magang,Agustus 2022
202219687,Prita Firmansyah,Sastra Inggris,4,085605589739,prita.firmansyah@gmail.com,202219687@student.uns.ac.id,Sosial,Part-time,September 2022
202219688,Farel Cahyono,Sistem Informasi,4,081280554408,farel.cahyono@gmail.com,202219688@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202219689,Naufal Ardiansyah,Informatika,4,085382290220,naufal.ardiansyah@gmail.com,202219689@student.uns.ac.id,Teknologi,Full-time,Maret 2022
202319690,Maya Kusuma,Teknik Mesin,2,082174136314,maya.kusuma@gmail.com,202319690@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202319691,Bella Putra,Manajemen,3,082139070874,bella.putra@gmail.com,202319691@student.uns.ac.id,Bisnis,Part-time,September 2023
201919692,Gita Utami,Informatika,10,082174674752,gita.utami@gmail.com,201919692@student.uns.ac.id,Teknologi,Part-time,September 2019
202319693,Cahyo Safitri,Ilmu Hukum,3,082122593796,cahyo.safitri@gmail.com,202319693@student.uns.ac.id,Sosial,Part-time,September 2023
202319694,Hasna Mahendra,Agroteknologi,2,082123330604,hasna.mahendra@gmail.com,202319694@student.uns.ac.id,Sains,Magang,September 2023
202219695,Bunga Saputra,Sistem Informasi,3,081518654202,bunga.saputra@gmail.com,202219695@student.uns.ac.id,Teknologi,Part-time,September 2022
202119696,Teguh Adriansyah,Teknik Industri,5,085854107808,teguh.adriansyah@gmail.com,202119696@student.uns.ac.id,Teknologi,Full-time,Agustus 2021
202119697,Maulana Wardani,Pendidikan Teknik Informatika,6,087770314573,maulana.wardani@gmail.com,202119697@student.uns.ac.id,Teknologi,Full-time,September 2021
202219698,Aditya Utami,Ekonomi Pembangunan,4,081633097390,aditya.utami@gmail.com,202219698@student.uns.ac.id,Bisnis,Magang,September 2022
202319699,Bima Ningsih,Ilmu Hukum,2,081239398462,bima.ningsih@gmail.com,202319699@student.uns.ac.id,Sosial,Part-time,September 2023
202119700,Ulfa Pratama,Psikologi,6,081629301800,ulfa.pratama@gmail.com,202119700@student.uns.ac.id,Sosial,Magang,Maret 2021
202219701,Hendra Cahyani,Manajemen,5,085602977720,hendra.cahyani@gmail.com,202219701@student.uns.ac.id,Bisnis,Part-time,September 2022
202119702,Kevin Wulandari,Sistem Informasi,7,081619134365,kevin.wulandari@gmail.com,202119702@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
202219703,Julia Gunawan,Pendidikan Teknik Informatika,4,081373924580,julia.gunawan@gmail.com,202219703@student.uns.ac.id,Teknologi,Part-time,Maret 2022
202019704,Ayu Maulana,Sastra Inggris,8,081338809302,ayu.maulana@gmail.com,202019704@student.uns.ac.id,Sosial,Part-time,Agustus 2020
202019705,Winda Cahyani,Pendidikan Teknik Informatika,7,082104421050,winda.cahyani@gmail.com,202019705@student.uns.ac.id,Teknologi,Full-time,September 2020
202019706,Riska Syahputra,Manajemen,9,082162605111,riska.syahputra@gmail.com,202019706@student.uns.ac.id,Bisnis,Magang,Agustus 2020
202319707,Sinta Utami,Teknik Elektro,2,085624110042,sinta.utami@gmail.com,202319707@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202119708,Bella Lestari,Informatika,5,081648364458,bella.lestari@gmail.com,202119708@student.uns.ac.id,Teknologi,Part-time,September 2021
202119709,Fani Anggara,Sastra Inggris,5,087897147530,fani.anggara@gmail.com,202119709@student.uns.ac.id,Sosial,Magang,Agustus 2021
202119710,Wahyu Budiman,Teknik Sipil,6,082136667133,wahyu.budiman@gmail.com,202119710@student.uns.ac.id,Teknologi,Magang,Maret 2021
202019711,Gita Nugroho,Ekonomi Pembangunan,8,085283457634,gita.nugroho@gmail.com,202019711@student.uns.ac.id,Bisnis,Part-time,Agustus 2020
202119712,Mira Ramadhan,Ilmu Komunikasi,5,085897959815,mira.ramadhan@gmail.com,202119712@student.uns.ac.id,Sosial,Magang,September 2021
202219713,Ratna Maulana,Psikologi,3,085831707172,ratna.maulana@gmail.com,202219713@student.uns.ac.id,Sosial,Part-time,Agustus 2022
202019714,Pandu Ardiansyah,Informatika,9,083867272027,pandu.ardiansyah@gmail.com,202019714@student.uns.ac.id,Teknologi,Magang,September 2020
202019715,Wulan Nugraha,Sistem Informasi,8,087824038029,wulan.nugraha@gmail.com,202019715@student.uns.ac.id,Teknologi,Magang,September 2020
202319716,Farah Handoko,Agroteknologi,2,085621717630,farah.handoko@gmail.com,202319716@student.uns.ac.id,Sains,Part-time,September 2023
202019717,Tiara Handoko,Desain Komunikasi Visual,7,085375812877,tiara.handoko@gmail.com,202019717@student.uns.ac.id,Desain,Magang,September 2020
202119718,Qori Puspitasari,Teknik Industri,5,085820943593,qori.puspitasari@gmail.com,202119718@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
202319719,Prasetyo Prabowo,Ilmu Komunikasi,3,085675587695,prasetyo.prabowo@gmail.com,202319719@student.uns.ac.id,Sosial,Magang,Agustus 2023
202219720,Nanda Dewi,Psikologi,5,081291587649,nanda.dewi@gmail.com,202219720@student.uns.ac.id,Sosial,Part-time,September 2022
202319721,Qori Pangestu,Teknik Industri,2,081238392475,qori.pangestu@gmail.com,202319721@student.uns.ac.id,Teknologi,Magang,Agustus 2023
202119722,Pandu Adriansyah,Teknik Elektro,6,081289980857,pandu.adriansyah@gmail.com,202119722@student.uns.ac.id,Teknologi,Part-time,Maret 2021
202319723,Aldi Ardiansyah,Sastra Inggris,2,087844637779,aldi.ardiansyah@gmail.com,202319723@student.uns.ac.id,Sosial,Part-time,Agustus 2023
202019724,Laila Ningsih,Informatika,7,082294326801,laila.ningsih@gmail.com,202019724@student.uns.ac.id,Teknologi,Part-time,September 2020
201919725,Farah Pratama,Teknik Industri,9,081318192280,farah.pratama@gmail.com,201919725@student.uns.ac.id,Teknologi,Magang,Maret 2019
202219726,Nisa Mahendra,Statistika,3,085841972493,nisa.mahendra@gmail.com,202219726@student.uns.ac.id,Sains,Magang,Agustus 2022
202119727,Kirana Sari,Ilmu Komunikasi,6,081603436267,kirana.sari@gmail.com,202119727@student.uns.ac.id,Sosial,Part-time,Agustus 2021
202219728,Sari Oktaviani,Teknik Industri,4,085234924508,sari.oktaviani@gmail.com,202219728@student.uns.ac.id,Teknologi,Part-time,September 2022
202019729,Fajar Anggara,Pendidikan Teknik Informatika,7,081266672453,fajar.anggara@gmail.com,202019729@student.uns.ac.id,Teknologi,Magang,Februari 2020
202019730,Galih Permana,Desain Komunikasi Visual,8,085646365699,galih.permana@gmail.com,202019730@student.uns.ac.id,Desain,Full-time,September 2020
202119731,Faisal Adriansyah,Akuntansi,5,087704239887,faisal.adriansyah@gmail.com,202119731@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
202119732,Bella Utami,Agroteknologi,6,082196717532,bella.utami@gmail.com,202119732@student.uns.ac.id,Sains,Part-time,September 2021
202119733,Galih Permana,Ilmu Komunikasi,6,081300703985,galih.permana@gmail.com,202119733@student.uns.ac.id,Sosial,Part-time,Agustus 2021
202019734,Lina Handoko,Akuntansi,7,087786660084,lina.handoko@gmail.com,202019734@student.uns.ac.id,Bisnis,Magang,Agustus 2020
201919735,Nanda Permana,Teknik Sipil,9,082117952178,nanda.permana@gmail.com,201919735@student.uns.ac.id,Teknologi,Magang,September 2019
202119736,Farhan Pratama,Desain Komunikasi Visual,7,081692767665,farhan.pratama@gmail.com,202119736@student.uns.ac.id,Desain,Magang,Agustus 2021
202119737,Oki Lestari,Ilmu Komunikasi,5,083840864020,oki.lestari@gmail.com,202119737@student.uns.ac.id,Sosial,Part-time,September 2021
202319738,Olivia Setiawan,Teknik Industri,2,085671593225,olivia.setiawan@gmail.com,202319738@student.uns.ac.id,Teknologi,Magang,Maret 2023
202219739,Ivan Lestari,Informatika,3,085639654299,ivan.lestari@gmail.com,202219739@student.uns.ac.id,Teknologi,Full-time,Februari 2022
202219740,Hafiz Pangestu,Akuntansi,3,085717617807,hafiz.pangestu@gmail.com,202219740@student.uns.ac.id,Bisnis,Magang,September 2022
202219741,Zaki Gunawan,Informatika,3,081393474137,zaki.gunawan@gmail.com,202219741@student.uns.ac.id,Teknologi,Part-time,September 2022
202219742,Devi Maulana,Ekonomi Pembangunan,5,087768911860,devi.maulana@gmail.com,202219742@student.uns.ac.id,Bisnis,Part-time,September 2022
202319743,Wahyu Wardani,Manajemen,3,083818702209,wahyu.wardani@gmail.com,202319743@student.uns.ac.id,Bisnis,Magang,Agustus 2023
202019744,Arif Firdaus,Teknik Industri,9,081655743878,arif.firdaus@gmail.com,202019744@student.uns.ac.id,Teknologi,Part-time,Agustus 2020
202119745,Dewi Firmansyah,Teknik Industri,6,082240553829,dewi.firmansyah@gmail.com,202119745@student.uns.ac.id,Teknologi,Magang,September 2021
202319746,Kevin Cahyono,Manajemen,2,087728190640,kevin.cahyono@gmail.com,202319746@student.uns.ac.id,Bisnis,Magang,September 2023
202119747,Galih Kurniawan,Informatika,5,085796977368,galih.kurniawan@gmail.com,202119747@student.uns.ac.id,Teknologi,Part-time,September 2021
202219748,Intan Nugraha,Sastra Inggris,4,085812335674,intan.nugraha@gmail.com,202219748@student.uns.ac.id,Sosial,Full-time,Februari 2022
202119749,Qori Putra,Psikologi,5,085261585119,qori.putra@gmail.com,202119749@student.uns.ac.id,Sosial,Full-time,September 2021
202019750,Tika Setiawan,Pendidikan Teknik Informatika,8,085382063723,tika.setiawan@gmail.com,202019750@student.uns.ac.id,Teknologi,Magang,Agustus 2020
202119751,Isna Sari,Sistem Informasi,6,081570756242,isna.sari@gmail.com,202119751@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
202319752,Mira Adriansyah,Informatika,2,085332710188,mira.adriansyah@gmail.com,202319752@student.uns.ac.id,Teknologi,Full-time,Agustus 2023
202119753,Pandu Lestari,Teknik Industri,7,085852233116,pandu.lestari@gmail.com,202119753@student.uns.ac.id,Teknologi,Full-time,September 2021
202219754,Prasetyo Hakim,Farmasi,5,085379859290,prasetyo.hakim@gmail.com,202219754@student.uns.ac.id,Sains,Magang,Agustus 2022
202319755,Isna Wardani,Akuntansi,2,081276633702,isna.wardani@gmail.com,202319755@student.uns.ac.id,Bisnis,Magang,Agustus 2023
202219756,Citra Sulistyo,Ilmu Komunikasi,4,085239275830,citra.sulistyo@gmail.com,202219756@student.uns.ac.id,Sosial,Magang,September 2022
201919757,Anisa Hakim,Agroteknologi,11,085200483047,anisa.hakim@gmail.com,201919757@student.uns.ac.id,Sains,Part-time,September 2019
202019758,Budi Fitriani,Psikologi,7,081653188048,budi.fitriani@gmail.com,202019758@student.uns.ac.id,Sosial,Part-time,September 2020
202119759,Laila Adriansyah,Akuntansi,5,085870056701,laila.adriansyah@gmail.com,202119759@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
202019760,Farhan Safitri,Manajemen,7,083862539433,farhan.safitri@gmail.com,202019760@student.uns.ac.id,Bisnis,Part-time,September 2020
202119761,Farel Prabowo,Teknik Industri,5,081620211140,farel.prabowo@gmail.com,202119761@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
202319762,Hendra Rahmawati,Desain Komunikasi Visual,2,083864501059,hendra.rahmawati@gmail.com,202319762@student.uns.ac.id,Desain,Magang,Agustus 2023
202219763,Nadya Mahendra,Ekonomi Pembangunan,5,082120005510,nadya.mahendra@gmail.com,202219763@student.uns.ac.id,Bisnis,Part-time,September 2022
202119764,Arif Oktaviani,Akuntansi,7,087706494727,arif.oktaviani@gmail.com,202119764@student.uns.ac.id,Bisnis,Magang,Agustus 2021
202319765,Dinda Hartono,Agroteknologi,3,081355387792,dinda.hartono@gmail.com,202319765@student.uns.ac.id,Sains,Magang,Agustus 2023
202119766,Zaki Safitri,Informatika,6,081390683185,zaki.safitri@gmail.com,202119766@student.uns.ac.id,Teknologi,Magang,Agustus 2021
202219767,Luthfi Santoso,Akuntansi,3,085676647537,luthfi.santoso@gmail.com,202219767@student.uns.ac.id,Bisnis,Part-time,Maret 2022
202219768,Oki Prabowo,Akuntansi,3,085624994963,oki.prabowo@gmail.com,202219768@student.uns.ac.id,Bisnis,Full-time,September 2022
202219769,Arif Wibowo,Pendidikan Teknik Informatika,3,085617269317,arif.wibowo@gmail.com,202219769@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
202219770,Lutfia Wibowo,Ekonomi Pembangunan,4,085885949770,lutfia.wibowo@gmail.com,202219770@student.uns.ac.id,Bisnis,Magang,Agustus 2022
202119771,Oscar Saputra,Ilmu Komunikasi,7,082294956616,oscar.saputra@gmail.com,202119771@student.uns.ac.id,Sosial,Magang,Maret 2021
202219772,Tiara Hidayat,Manajemen,4,081275994420,tiara.hidayat@gmail.com,202219772@student.uns.ac.id,Bisnis,Part-time,Februari 2022
202319773,Vina Setiawan,Teknik Elektro,3,085632083930,vina.setiawan@gmail.com,202319773@student.uns.ac.id,Teknologi,Part-time,Agustus 2023
202319774,Putri Pratama,Sastra Inggris,2,081276538372,putri.pratama@gmail.com,202319774@student.uns.ac.id,Sosial,Magang,September 2023
202219775,Muhammad Mahendra,Sistem Informasi,3,082239852319,muhammad.mahendra@gmail.com,202219775@student.uns.ac.id,Teknologi,Part-time,Maret 2022
202219776,Dwi Pratama,Ekonomi Pembangunan,5,081590457834,dwi.pratama@gmail.com,202219776@student.uns.ac.id,Bisnis,Magang,Februari 2022
202219777,Laila Handayani,Psikologi,5,085711495624,laila.handayani@gmail.com,202219777@student.uns.ac.id,Sosial,Magang,September 2022
202219778,Julia Hidayat,Pendidikan Teknik Informatika,3,083872389562,julia.hidayat@gmail.com,202219778@student.uns.ac.id,Teknologi,Magang,Februari 2022
202219779,Wulan Wulandari,Informatika,5,081290438891,wulan.wulandari@gmail.com,202219779@student.uns.ac.id,Teknologi,Magang,Agustus 2022
202219780,Vina Sari,Farmasi,5,082211427039,vina.sari@gmail.com,202219780@student.uns.ac.id,Sains,Full-time,September 2022
